OpenDP Privacy Attacks & Auditing Working Group,,,,,,,,,,,
Privacy Attacks Respository,,,,,,,,,,,
,,,,,,,,,,,
URL,BibTex (Please add a bibtex entry for this paper to facilitate writing our summary document),Authors,Title,Short Description,Type of Data,Type of Release,Threat Model,Research Type,Links to Artifacts,Comments,"Submitter (your name, affiliation)"
https://petsymposium.org/2019/files/papers/issue4/popets-2019-0067.pdf,"@inproceedings{hilprecht2019monte,
  title={{Monte carlo and reconstruction membership inference attacks against generative models}},
  author={Hilprecht, Benjamin and H{\""a}rterich, Martin and Bernau, Daniel},
  booktitle={PoPETs},
  year={2019},
}","Benjamin Hilprecht, Martin Härterich, and Daniel Bernau",Monte Carlo and Reconstruction Membership Inference Attacks against Generative Models,Present two information leakage attacks that outperform previous work on membership inference against generative models.,Image,Generative-Model,Membership-Inference,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2312.05114,"@article{ganev2023inadequacy,
    title={On the Inadequacy of Similarity-based Privacy Metrics: Reconstruction Attacks against ""Truly Anonymous Synthetic Data""},
    author={Ganev, Georgi and De Cristofaro, Emiliano},
    journal={arXiv:2312.05114},
    year={2023}
}","Georgi Ganev, Emiliano De Cristofaro","On the Inadequacy of Similarity-based Privacy Metrics: Reconstruction Attacks against ""Truly Anonymous Synthetic Data""","Reviews the privacy metrics offered by leading companies in this space and sheds light on a few critical flaws in reasoning about privacy entirely via empirical evaluations. Presents a reconstruction attack, ReconSyn, which successfully recovers at least 78% of the low-density train records (or outliers) with only black-box access to a single fitted generative model and the privacy metrics.",Tabular,Generative-Model,Reconstruction,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2102.03314,"@inproceedings{oprisanu2022on,
  title={On utility and privacy in synthetic genomic data},
  author={Oprisanu, Bristena and Ganev, Georgi and De Cristofaro, Emiliano},
  booktitle={NDSS},
  year={2022}
}","Bristena Oprisanu, Georgi Ganev, Emiliano De Cristofaro",On utility and privacy in synthetic genomic data,Provides the first evaluation of both utility and privacy protection of six state-of-the-art models for generating synthetic genomic data. The experiments show that no single approach to generate synthetic genomic data yields both high utility and strong privacy across the board.,Tabular,Generative-Model,Membership-Inference,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/pdf/2302.03098.pdf,"@article{andrew2023one,
  title={One-shot empirical privacy estimation for federated learning},
  author={Andrew, Galen and Kairouz, Peter and Oh, Sewoong and Oprea, Alina and McMahan, H Brendan and Suriyakumar, Vinith},
  journal={arXiv preprint arXiv:2302.03098},
  year={2023}
}","Galen Andrew, Peter Kairouz, Sewoong Oh, Alina Oprea, H. Brendan McMahan, Vinith M. Suriyakumar",One-shot Empirical Privacy Estimation for Federated Learning,Presents an apporach for performing a strong white-box attack for measuring the DP epsilon of ML training algos in 1 training run. ,,Generative-Model,Membership-Inference,,,,"Peter Kairouz, Google"
https://ieeexplore.ieee.org/document/8429311,"@INPROCEEDINGS{8429311,
  author={Yeom, Samuel and Giacomelli, Irene and Fredrikson, Matt and Jha, Somesh},
  booktitle={2018 IEEE 31st Computer Security Foundations Symposium (CSF)}, 
  title={Privacy Risk in Machine Learning: Analyzing the Connection to Overfitting}, 
  year={2018},
  volume={},
  number={},
  pages={268-282},
  keywords={Privacy;Machine learning algorithms;Data models;Training data;Machine learning;Training;privacy;machine-learning;inference-attacks},
  doi={10.1109/CSF.2018.00027}}
",Samuel Yeom; Irene Giacomelli; Matt Fredrikson; Somesh Jha,Privacy Risk in Machine Learning: Analyzing the Connection to Overfitting,MIA attack based on final loss for LLMs,Text,Generative-Model,Membership-Inference,Empirical,,,"Daniil Filienko, University of Washington"
https://arxiv.org/abs/2203.03929,"@article{mireshghallah2022quantifying,
  title={Quantifying privacy risks of masked language models using membership inference attacks},
  author={Mireshghallah, Fatemehsadat and Goyal, Kartik and Uniyal, Archit and Berg-Kirkpatrick, Taylor and Shokri, Reza},
  journal={arXiv preprint arXiv:2203.03929},
  year={2022}
}","Fatemehsadat Mireshghallah, Kartik Goyal, Archit Uniyal, Taylor Berg-Kirkpatrick, Reza Shokri","Quantifying Privacy Risks of Masked Language Models Using Membership Inference Attacks
",Membership inference attack based on likelihood ratio hypothesis testing that involves an additional reference MLM to more accurately quantify the privacy risks of memorization in MLMs.,Text,Generative-Model,Membership-Inference,Applications,,,"Daniil Filienko, University of Washington"
https://arxiv.org/abs/2311.17035,"@article{nasr2023scalable,
  title={Scalable extraction of training data from (production) language models},
  author={Nasr, Milad and Carlini, Nicholas and Hayase, Jonathan and Jagielski, Matthew and Cooper, A Feder and Ippolito, Daphne and Choquette-Choo, Christopher A and Wallace, Eric and Tram{\`e}r, Florian and Lee, Katherine},
  journal={arXiv:2311.17035},
  year={2023}
}","Milad Nasr, Nicholas Carlini, Jonathan Hayase, Matthew Jagielski, A. Feder Cooper, Daphne Ippolito, Christopher A. Choquette-Choo, Eric Wallace, Florian Tramèr, Katherine Lee",Scalable extraction of training data from (production) language models,"Studies extractable memorization: training data that an adversary can efficiently extract by querying a machine learning model without prior knowledge of the training dataset. Shows an adversary can extract gigabytes of training data from open-source language models like Pythia or GPT-Neo, semi-open models like LLaMA or Falcon, and closed models like ChatGPT.",Text,Generative-Model,Data-Extraction,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2101.04535,"@inproceedings{nasr2021adversary,
title={Adversary instantiation: lower bounds for differentially private machine learning},
author={Nasr, Milad and Songi, Shuang and Thakurta, Abhradeep and Papernot, Nicolas and Carlin, Nicholas},
booktitle={IEEE S\&P},
year={2021}
}","Milad Nasr, Shuang Song, Abhradeep Thakurta, Nicolas Papernot, Nicholas Carlini",Adversary instantiation: lower bounds for differentially private machine learning,Instantiates a hypothetical adversary in order to establish lower bounds on the probability that the distinguishing game can be won. Uses this adversary to evaluate the importance of the adversary capabilities allowed in the privacy analysis of DP training algorithms.,Image,Predictive-Model,Membership-Inference,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2403.06634,"@article{carlini2024stealing,
  title={Stealing part of a production language model},
  author={Carlini, Nicholas and Paleka, Daniel and Dvijotham, Krishnamurthy Dj and Steinke, Thomas and Hayase, Jonathan and Cooper, A Feder and Lee, Katherine and Jagielski, Matthew and Nasr, Milad and Conmy, Arthur and others},
  journal={arXiv preprint arXiv:2403.06634},
  year={2024}
}","Nicholas Carlini, Daniel Paleka, Krishnamurthy (Dj) Dvijotham, Thomas Steinke, Jonathan Hayase, A. Feder Cooper, Katherine Lee, Matthew Jagielski, Milad Nasr, Arthur Conmy, Eric Wallace, David Rolnick, Florian Tramèr",Stealing Part of a Production Language Model,"Recovers the embedding projection layer (up to symmetries) of a transformer model, given typical black-box (API) access",Text,Generative-Model,Data-Extraction,Applications,,,"Daniil Filienko, University of Washington"
https://arxiv.org/pdf/2011.07018.pdf,"@inproceedings{stadler2022synthetic,
  title={Synthetic data--anonymisation groundhog day},
  author={Stadler, Theresa and Oprisanu, Bristena and Troncoso, Carmela},
  booktitle={31st USENIX Security Symposium (USENIX Security 22)},
  pages={1451--1468},
  year={2022}
}",Stadler et al.,Synthetic Data - Anonymisation Groundhog Day,Black-box attack on synthetic data and quantitative evaluation of privacy of synthetic data,Tabular,Generative-Model,Membership-Inference,Empirical,,,"Yves-Alexandre de Montjoye, Imperial College"
https://arxiv.org/abs/2302.07956,"@inproceedings{nasr2023tight,
  title={Tight Auditing of Differentially Private Machine Learning},
	author={Milad Nasr and Jamie Hayes and Thomas Steinke and Borja Balle and Florian Tram{\`e}r and Matthew Jagielski and Nicholas Carlini and Andreas Terzis},
	booktitle={USENIX Security},
	year = {2023}
}","Milad Nasr, Jamie Hayes, Thomas Steinke, Borja Balle, Florian Tramèr, Matthew Jagielski, Nicholas Carlini, Andreas Terzis",Tight Auditing of Differentially Private Machine Learning,"Designs an improved auditing scheme that yields tight privacy estimates for natural (not adversarially crafted) datasets -- if the adversary can see all model updates during training. Moreover, the auditing scheme requires only two training runs (instead of thousands) to produce tight privacy estimates, by adapting recent advances in tight composition theorems for differential privacy.",Image,Predictive-Model,Membership-Inference,Empirical,,,"Georgi Ganev, UCL"
https://dl.acm.org/doi/10.1145/3291276.3295691,"@article{garfinkel2019understanding,
  title={Understanding database reconstruction attacks on public data},
  author={Garfinkel, Simson and Abowd, John M and Martindale, Christian},
  journal={ACM Queue},
  year={2019},
}","Simson Garfinkel, John M Abowd, Christian Martindale",Understanding database reconstruction attacks on public data,"Database reconstruction attacks can be performed by using published statistical tables to create a set of mathematical constraints and then solving the resulting set of simultaneous equations. Shows how such an attack can be addressed by adding noise to the published tabulations, so that the reconstruction no longer results in the original data. This has implications for the 2020 Census.",Tabular,Linear-Queries,Reconstruction,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2307.01701,"@article{guepin2023synthetic,
  title={Synthetic is all you need: removing the auxiliary data assumption for membership inference attacks against synthetic data},
  author={Gu{\'e}pin, Florent and Meeus, Matthieu and Cretu, Ana-Maria and de Montjoye, Yves-Alexandre},
  journal={arXiv:2307.01701},
  year={2023}
}","Florent Guépin, Matthieu Meeus, Ana-Maria Cretu, Yves-Alexandre de Montjoye",Synthetic is all you need: removing the auxiliary data assumption for membership inference attacks against synthetic data,"Develops new MIAs performed using only the synthetic data in three different scenarios: (S1) Black-box access to the generator, (S2) only access to the released synthetic dataset and (S3) a theoretical setup as upper bound for the attack performance. ",Tabular,Generative-Model,Membership-Inference,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2206.07758,"@inproceedings{haim2022reconstructing,
  title={Reconstructing training data from trained neural networks},
  author={Haim, Niv and Vardi, Gal and Yehudai, Gilad and Irani, Michal and Shamir, Ohad},
  booktitle={NeurIPS},
  year={2022},
}","Niv Haim, Gal Vardi, Gilad Yehudai, Ohad Shamir, Michal Irani",Reconstructing Training Data from Trained Neural Networks,Shows that in some cases a significant fraction of the training data can in fact be reconstructed from the parameters of a trained neural network classifier. Proposes a novel reconstruction scheme that stems from recent theoretical results about the implicit bias in training neural networks with gradient-based methods.,Image,Predictive-Model,Reconstruction,Empirical,https://giladude1.github.io/reconstruction/,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2201.04845,"@inproceedings{balle2022reconstructing,
  title={Reconstructing training data with informed adversaries},
  author={Balle, Borja and Cherubin, Giovanni and Hayes, Jamie},
  booktitle={IEEE S\&P},
  year={2022},
}","Borja Balle, Giovanni Cherubin, Jamie Hayes",Reconstructing training data with informed adversaries,Studies how given access to a machine learning model an adversary can reconstruct the model's training data from the lens of a powerful informed adversary who knows all the training data points except one.,Image,Predictive-Model,Reconstruction,Empirical,,,"Georgi Ganev, UCL"
https://www.usenix.org/system/files/sec20summer_salem_prepub.pdf,"@inproceedings{salem2020updates,
  title={Updates-leak: Data set inference and reconstruction attacks in online learning},
  author={Salem, Ahmed Mohamed Gamal and Bhattacharyya, Apratim and Backes, Michael and Fritz, Mario and Zhang, Yang},
  booktitle={USENIX Security},
  year={2020},
}","Ahmed Salem, Apratim Bhattacharya, Michael Backes, Mario Fritz, Yang Zhang",Updates-leak: Data set inference and reconstruction attacks in online learning,"Investigate whether the change in the output of a black-box ML model before and after being updated can leak information of the dataset used to perform the update, namely the updating set. Proposes four attacks following an encoder-decoder formulation, which allows inferring diverse information of the updating set.",Image,Predictive-Model,Reconstruction,Empirical,,,"Georgi Ganev, UCL"
https://dl.acm.org/doi/pdf/10.1145/3576915.3616607,"@inproceedings{lokna2023group,
    title={Group and Attack: Auditing Differential Privacy},
    author={Lokna, Johan and Paradis, Anouk and Dimitrov, Dimitar I and Vechev, Martin},
    booktitle={CCS},
    year={2023}
}","Johan Lokna, Anouk Paradis, Dimitar I. Dimitrov, Martin Vechev",Group and Attack: Auditing Differential Privacy,"Present a novel method to efficiently discover (𝜖, 𝛿) differential privacy violations based on the key insight that many (𝜖, 𝛿) pairs can be grouped as they result in the same algorithm. Crucially, the method is orthogonal to existing approaches and, when combined, results in a faster and more precise violation search.",,,Information Leakage,Empirical,https://github.com/eth-sri/Delta-Siege,,"Georgi Ganev, UCL"
https://arxiv.org/abs/1802.08232,"@inproceedings{carlini2019secret,
  title={The secret sharer: Evaluating and testing unintended memorization in neural networks},
  author={Carlini, Nicholas and Liu, Chang and Erlingsson, {\'U}lfar and Kos, Jernej and Song, Dawn},
  booktitle={28th USENIX security symposium (USENIX security 19)},
  pages={267--284},
  year={2019}
}","Nicholas Carlini, Chang Liu, Úlfar Erlingsson, Jernej Kos, Dawn Song",The Secret Sharer: Evaluating and Testing Unintended Memorization in Neural Networks,Describes a testing methodology for quantitatively assessing the risk that rare or unique training-data sequences are unintentionally memorized by generative sequence models.,Text,Generative-Model,Data-Extraction,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2202.12219,"@article{tramer2022debugging,
    title={Debugging Differential Privacy: A Case Study for Privacy Auditing},
    author={Tramer, Florian and Terzis, Andreas and Steinke, Thomas and Song, Shuang and Jagielski, Matthew and Carlini, Nicholas},
    journal={arXiv:2202.12219},
    year={2022}
}","Florian Tramer, Andreas Terzis, Thomas Steinke, Shuang Song, Matthew Jagielski, Nicholas Carlini",Debugging Differential Privacy: A Case Study for Privacy Auditing,"Inspired by recent advances in auditing which have been used for estimating lower bounds on differentially private algorithms, shows that auditing can also be used to find flaws in (purportedly) differentially private schemes.",Image,Predictive-Model,Information Leakage,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/abs/2206.05199,"@inproceedings{zanella2023bayesian,
    title={Bayesian estimation of differential privacy},
    author={Zanella-B{\'e}guelin, Santiago and Wutschitz, Lukas and Tople, Shruti and Salem, Ahmed and R{\""u}hle, Victor and Paverd, Andrew and Naseri, Mohammad and K{\""o}pf, Boris and Jones, Daniel},
    booktitle={ICML},
    year={2023}
}","Santiago Zanella-Béguelin, Lukas Wutschitz, Shruti Tople, Ahmed Salem, Victor Rühle, Andrew Paverd, Mohammad Naseri, Boris Köpf, Daniel Jones",Bayesian Estimation of Differential Privacy,"Proposes a novel Bayesian method that greatly reduces sample size, and adapt and validate a heuristic to draw more than one sample per trained model. The Bayesian method exploits the hypothesis testing interpretation of differential privacy to obtain a posterior for ε (not just a confidence interval) from the joint posterior of the false positive and false negative rates of membership inference attacks.",Image,Predictive-Model,Information Leakage,Empirical,,,"Georgi Ganev, UCL"
https://files.sri.inf.ethz.ch/website/papers/sp21-dpsniper.pdf,"@inproceedings{bichsel2021dp,
    title={DP-Sniper: Black-Box Discovery of Differential Privacy Violations using Classifiers},
    author={Bichsel, Benjamin and Steffen, Samuel and Bogunovic, Ilija and Vechev, Martin},
    booktitle={IEEE S\&P},
    year={2021}
}","Benjamin Bichsel, Samuel Steffen, Ilija Bogunovic, Martin Vechev","DP-Sniper: Black-Box Discovery of Differential
Privacy Violations using Classifier","Present DP-Sniper, a practical black-box method that automatically finds violations of differential privacy.",Tabular,,Information Leakage,Empirical,,,"Georgi Ganev, UCL"
https://arxiv.org/pdf/2310.09266.pdf,"@article{kandpal2023user,
  title={User inference attacks on large language models},
  author={Kandpal, Nikhil and Pillutla, Krishna and Oprea, Alina and Kairouz, Peter and Choquette-Choo, Christopher A and Xu, Zheng},
  journal={arXiv preprint arXiv:2310.09266},
  year={2023}
}","Nikhil Kandpal, Krishna Pillutla, Alina Oprea, Peter Kairouz, Christopher A. Choquette-Choo, Zheng Xu",User Inference Attacks on Large Language Models,Presents an attack for inferencing the precense/absence of a user in the fine-tuning set of an LLM. The adversary is not assumed to know all the fine-tuning examples of a user -- only a subset (including some examples that weren't used even if the user participated in the fine-tuning stage). ,,Generative-Model,Membership-Inference,Empirical,,,"Peter Kairouz, Google"
https://arxiv.org/abs/2406.11544,"@article{suri2024do,
  title = {Do Parameters Reveal More than Loss for Membership Inference?},
  author = {Suri, Anshuman and Zhang, Xiao and Evans, David},
  journal = {Transactions on Machine Learning Research (TMLR)},
  year = {2024},
  url = {https://arxiv.org/abs/2406.11544},
}","Anshuman Suri, Xiao Zhang, David Evans",Do Parameters Reveal More than Loss for Membership Inference?,The paper shows how prior claims about black-box access sufficing for optimal membership inference do not hold for most useful settings such as SGD,Tabular,Predictive-Model,Membership-Inference,Theoretical,https://github.com/iamgroot42/iha_hild,,"Anshuman Suri, UVA"
https://arxiv.org/abs/2402.10001,"@INPROCEEDINGS{ElMrini2024a,  author = {{El Mrini}, Abdellah and {Cyffers}, Edwige and {Bellet}, Aur{\'e}lien},  title = {{P}rivacy {A}ttacks in {D}ecentralized {L}earning},  booktitle = {{ICML}},  year = {2024}}
","Abdellah El Mrini, Edwige Cyffers, Aurélien Bellet",Privacy Attacks in Decentralized Learning,The paper designs data reconstruction attacks against Decentralized SGD (where nodes in a communication graph alternate between local gradient steps and averaging steps with their neighbors). They show it is possible for a small subset of (honest but curious) attacker nodes to reconstruct the data from even distant nodes in the graph.,Image,Predictive-Model,Reconstruction,Empirical,https://github.com/AbdellahElmrini/decAttack,,"Aurélien Bellet, Inria"
https://arxiv.org/abs/2106.03408,"@inproceedings{malek2021labeldp,
 author = {Malek Esmaeili, Mani and Mironov, Ilya and Prasad, Karthik and Shilov, Igor and Tramer, Florian},
 booktitle = {Advances in Neural Information Processing Systems},
 editor = {M. Ranzato and A. Beygelzimer and Y. Dauphin and P.S. Liang and J. Wortman Vaughan},
 pages = {6934--6945},
 publisher = {Curran Associates, Inc.},
 title = {Antipodes of Label Differential Privacy: {PATE} and {ALIBI}},
 url = {https://proceedings.neurips.cc/paper_files/paper/2021/file/37ecd27608480aa3569a511a638ca74f-Paper.pdf},
 volume = {34},
 year = {2021}
}
","Mani Malek, Ilya Mironov, Karthik Prasad, Igor Shilov, Florian Tramèr",Antipodes of Label Differential Privacy: PATE and ALIBI,Label-inference attack against two LabelDP mechanisms for image classification,Image,Predictive-Model,Attribute inference,Empirical,https://github.com/facebookresearch/label_dp_antipodes/tree/main/memorization_attack,,"Ilya Mironov, Meta"
https://arxiv.org/pdf/2212.10986,"@INPROCEEDINGS {salem2023-sok,
author = {A. Salem and G. Cherubin and D. Evans and B. Kopf and A. Paverd and A. Suri and S. Tople and S. Zanella-Beguelin},
booktitle = {2023 IEEE Symposium on Security and Privacy (S\& P)},
title = {{SoK}: {L}et the Privacy Games Begin! {A} Unified Treatment of Data Inference Privacy in Machine Learning},
year = {2023},
pages = {327-345},
doi = {10.1109/SP46215.2023.10179281},
url = {https://doi.ieeecomputersociety.org/10.1109/SP46215.2023.10179281},
publisher = {IEEE Computer Society},
address = {Los Alamitos, CA, USA},
month = {may}
}","Ahmed Salem, Giovanni Cherubin, David Evans, Boris Köpf, Andrew Paverd, Anshuman Suri, Shruti Tople, Santiago Zanella-Béguelin",SoK: Let the Privacy Games Begin! A Unified Treatment of Data Inference Privacy in Machine Learning,Systematization of Knowledge of data inference attacks using a privacy-game framework.,,,,Theoretical,,,"Ilya Mironov, Meta"
https://arxiv.org/abs/2111.08440,"@inproceedings{watson2022-difficulty,
  author       = {Lauren Watson and
                  Chuan Guo and
                  Graham Cormode and
                  Alexandre Sablayrolles},
  title        = {On the Importance of Difficulty Calibration in Membership Inference
                  Attacks},
  booktitle    = {The Tenth International Conference on Learning Representations, {ICLR}
                  2022, Virtual Event, April 25-29, 2022},
  publisher    = {OpenReview.net},
  year         = {2022},
  url          = {https://openreview.net/forum?id=3eIrli0TwQ},}","Lauren Watson, Chuan Guo, Graham Cormode, Alex Sablayrolles",On the Importance of Difficulty Calibration in Membership Inference Attacks,Improvement in membership inference attacks by taking into account the difficulty of correct classification,"Image, tabular",Predictive-Model,Membership-Inference,Empirical,https://github.com/facebookresearch/calibration_membership,,"Ilya Mironov, Meta"
https://oaklandsok.github.io/papers/papernot2018.pdf,"@INPROCEEDINGS{papernot2018-sok,
  author={Papernot, Nicolas and McDaniel, Patrick and Sinha, Arunesh and Wellman, Michael P.},
  booktitle={2018 IEEE European Symposium on Security and Privacy (EuroS\&P)}, 
  title={SoK: Security and Privacy in Machine Learning}, 
  year={2018},
  volume={},
  number={},
  pages={399-414},
}
","Nicolas Papernot, Patrick McDaniel, Arunesh Sinha, Michael P. Wellman",SoK: Security and Privacy in Machine Learning,Systematization of Knowledge of attacks on privacy of ML,,,,survey,,,"Ilya Mironov, Meta"
https://arxiv.org/abs/1807.09173,"@ARTICLE{truex2021,
  author={Truex, Stacey and Liu, Ling and Gursoy, Mehmet Emre and Yu, Lei and Wei, Wenqi},
  journal={IEEE Transactions on Services Computing}, 
  title={Demystifying Membership Inference Attacks in Machine Learning as a Service}, 
  year={2021},
  volume={14},
  number={6},
  pages={2073-2089},
  doi={10.1109/TSC.2019.2897554}}","Stacey Truex, Ling Liu, Mehmet Emre Gursoy, Lei Yu, and Wenqi Wei",Demystifying Membership Inference Attacks in Machine Learning as a Service,(1) MIA in the style of Shokri et al.'17 with shadow models with architecture different from that of the target model. (2) MIA with access to training gradients in the federated setting.,"Image, tabular",Predictive-Model,Membership-Inference,Empirical,,,"Ilya Mironov, Meta"
https://arxiv.org/abs/2005.13702,"@InProceedings{Rezaei_2021_CVPR,
    author    = {Rezaei, Shahbaz and Liu, Xin},
    title     = {On the Difficulty of Membership Inference Attacks},
    booktitle = {Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)},
    month     = {June},
    year      = {2021},
    pages     = {7892-7900}
}","Shahbaz Rezaei, Xin Liu",On the Difficulty of Membership Inference Attacks,Critique of prior MIAs for their poor false positive rate.,Image,Predictive-Model,Membership-Inference,Empirical,https://github.com/shrezaei/MI-Attack,,
https://arxiv.org/abs/2312.11283,"@misc{abowd20232010censusconfidentialityprotections, 
title={The 2010 Census Confidentiality Protections Failed, Here's How and Why}, 
author={John M. Abowd and Tamara Adams and Robert Ashmead and David Darais and Sourya Dey and Simson L. Garfinkel and Nathan Goldschlag and Daniel Kifer and Philip Leclerc and Ethan Lew and Scott Moore and Rolando A. Rodríguez and Ramy N. Tadros and Lars Vilhuber}, 
year={2023}, 
eprint={2312.11283}, 
archivePrefix={arXiv}, 
}","John M. Abowd, Tamara Adams, Robert Ashmead, David Darais, Sourya Dey, Simson L. Garfinkel, Nathan Goldschlag, Daniel Kifer, Philip Leclerc, Ethan Lew, Scott Moore, Rolando A. Rodríguez, Ramy N. Tadros, Lars Vilhuber","The 2010 Census Confidentiality Protections Failed, Here's How and Why","The definitive analysis of the reconstruction-abetted reidentification attack on the 2010 Census data. Microdata were reconstructed from tabular summaries using a series of Integer Programs. An additional Integer Program assesses the solution variability. For 97 million of 308 million persons, the reconstruction is provably perfect. For perfectly reconstructed persons with atypical characteristics within their geography, inferences about these characteristics are correct with probability 0.95, far in excess of correct inferences from purely statistical models. Inferences are also correct with similar probability for typical persons within their geography, but such inferences could have been made with a purely statistical model.",Tabular,Linear-Queries,Reconstruction,Empirical,https://github.com/uscensusbureau/recon_replication,,"John Abowd, Cornell"
https://dl.acm.org/doi/10.1145/3658644.3690272,"@inproceedings{stevanoski2024querycheetah,
  title={QueryCheetah: Fast Automated Discovery of Attribute Inference Attacks Against Query-Based Systems},
  author={Stevanoski, Bozhidar and Cretu, Ana-Maria and de Montjoye, Yves-Alexandre},
  booktitle={Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security},
  pages={3451--3465},
  year={2024}
}","Bozhidar Stevanoski, Ana-Maria Cretu, Yves-Alexandre de Montjoye",QueryCheetah: Fast Automated Discovery of Attribute Inference Attacks Against Query-Based Systems,A method for fast automated discovery of attacks against query-based systems,Tabular,Linear-Queries,Attribute inference,Empirical,https://github.com/computationalprivacy/querycheetah,Distinguished Paper Award at ACM CCS 2024,"Bozhidar Stevanoski, Imperial College London"
https://arxiv.org/abs/2403.03945,"@misc{dimitrov2024spearexactgradientinversionbatches,
      title={SPEAR:Exact Gradient Inversion of Batches in Federated Learning}, 
      author={Dimitar I. Dimitrov and Maximilian Baader and Mark Niklas Müller and Martin Vechev},
      year={2024},
      eprint={2403.03945},
      archivePrefix={arXiv},
      primaryClass={cs.LG},
      url={https://arxiv.org/abs/2403.03945}, 
}","Dimitar I. Dimitrov, Maximilian Baader, Mark Niklas Müller, Martin Vechev","SPEAR:Exact Gradient Inversion of Batches in Federated Learning

",A method for exact reconstruction of inputs from the gradients obtained during federated learning for higher batch sizes. The authors provide a theoretical foundation and have emperically evaluated on MNIST and CIFAR datasets. ,Image,Predictive-Model,Reconstruction,Theoretical,,,"Prahaladh Chandrahasan, Carnegie Mellon University"
https://arxiv.org/abs/2402.09477,"@misc{kazmi2024panoramiaprivacyauditingmachine,
      title={PANORAMIA: Privacy Auditing of Machine Learning Models without Retraining}, 
      author={Mishaal Kazmi and Hadrien Lautraite and Alireza Akbari and Qiaoyue Tang and Mauricio Soroco and Tao Wang and Sébastien Gambs and Mathias Lécuyer},
      year={2024},
      eprint={2402.09477},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2402.09477}, 
}","Mishaal Kazmi, Hadrien Lautraite, Alireza Akbari, Qiaoyue Tang, Mauricio Soroco, Tao Wang, Sébastien Gambs, Mathias Lécuyer","PANORAMIA: Privacy Auditing of Machine Learning Models without Retraining
","PANORAMIA evaluates ML model privacy by training a membership inference attack using generated non-member data, comparing its effectiveness against a baseline classifier to measure privacy leakage without requiring real non-member data or model modifications.","Image, Tabular, Text",Predictive-Model,Membership-Inference,Empirical,https://github.com/ubc-systopia/panoramia-privacy-measurement,NeurIPS 2024 poster,"Yash Maurya, Independent Researcher"
https://arxiv.org/abs/2411.16516,"@inproceedings{Wang_2024, series={CCS ’24},
   title={Curator Attack: When Blackbox Differential Privacy Auditing Loses Its Power},
   url={http://dx.doi.org/10.1145/3658644.3690367},
   DOI={10.1145/3658644.3690367},
   booktitle={Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security},
   publisher={ACM},
   author={Wang, Shiming and Xiang, Liyao and Cheng, Bowei and Ji, Zhe and Sun, Tianran and Wang, Xinbing},
   year={2024},
   month=dec, pages={3540–3554},
   collection={CCS ’24} }","Shiming Wang, Liyao Xiang, Bowei Cheng, Zhe Ji, Tianran Sun, Xinbing Wang",Curator Attack: When Blackbox Differential Privacy Auditing Loses Its Power,This identifies a critical flaw in blackbox differential privacy auditing tools where their inability to accurately detect small probabilities allows data curators to pass audits with falsely strong privacy guarantees.,Tabular,Predictive-Model,Information Leakage,Empirical,https://github.com/ShimingWang98/Curator-Attack-When-Blackbox-DP-Auditing-Loses-Its-Power,,"Yash Maurya, Independent Researcher"
https://www.usenix.org/conference/usenixsecurity24/presentation/debenedetti,"@misc{debenedetti2024privacychannelsmachinelearning,
      title={Privacy Side Channels in Machine Learning Systems}, 
      author={Edoardo Debenedetti and Giorgio Severi and Nicholas Carlini and Christopher A. Choquette-Choo and Matthew Jagielski and Milad Nasr and Eric Wallace and Florian Tramèr},
      year={2024},
      eprint={2309.05610},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2309.05610}, 
}","Edoardo Debenedetti, Giorgio Severi, Nicholas Carlini, Christopher A. Choquette-Choo, Matthew Jagielski, Milad Nasr, Eric Wallace, Florian Tramèr",Privacy Side Channels in Machine Learning Systems,"Introduces privacy side channel attacks that exploit ML system components (data filtering, preprocessing, post-processing, and query filtering) to circumvent differential privacy guarantees and enable enhanced membership inference and data extraction, ",Text,,Information Leakage,Empirical,,,"Yash Maurya, Independent Researcher"
